auction_id,item_type,item_name,price,posted_on,begins_at,ends_at,contact_tel,auction_id_long,item_url
219880,Egyéb műszaki termék elektronika,Varta Mini Charger,6000,2020-08-04 09:38:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219880/200804,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219880&FRAME_SKIP_DEJAVU=1
219902,Egyéb műszaki termék elektronika,univerzális távirányító,2000,2020-08-04 14:33:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219902/200804,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219902&FRAME_SKIP_DEJAVU=1
219205,Egyéb műszaki termék elektronika,mobil telefon,18000,2020-07-22 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219205/200722,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219205&FRAME_SKIP_DEJAVU=1
219262,Egyéb műszaki termék elektronika,"karaoke mikrofon, vezeték nélküli egér",4000,2020-08-11 08:11:00,2020-10-09 08:00:00,2020-10-12 21:00:00,06(74)501486,219262/200811,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219262&FRAME_SKIP_DEJAVU=1
219293,Egyéb műszaki termék elektronika,digitális csomag mérleg,2000,2020-07-23 14:27:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219293/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219293&FRAME_SKIP_DEJAVU=1
219394,Egyéb műszaki termék elektronika,"250. TÉTEL 2 DB SP GADGETS SMART POLE 28""",20000,2020-07-24 17:00:00,2020-09-07 08:00:00,2020-09-10 21:00:00,06(1)4677238,219394/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219394&FRAME_SKIP_DEJAVU=1
219453,Egyéb műszaki termék elektronika,257. TÉTEL 2 DB SP GADGETS MOUTH MOUNT ,12000,2020-07-27 17:00:00,2020-09-14 08:00:00,2020-09-17 21:00:00,06(1)4677238,219453/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219453&FRAME_SKIP_DEJAVU=1
219487,Egyéb műszaki termék elektronika,160. TÉTEL 2 DB LG SMART TV CAMERA AN-VC550,20000,2020-07-27 17:00:00,2020-09-14 08:00:00,2020-09-17 21:00:00,06(1)4677238,219487/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219487&FRAME_SKIP_DEJAVU=1
219669,Egyéb műszaki termék elektronika,szőrtelenítő,6000,2020-07-28 09:40:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219669/200728,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219669&FRAME_SKIP_DEJAVU=1
219781,Egyéb műszaki termék elektronika,fejhallgató,4000,2020-07-29 13:28:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219781/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219781&FRAME_SKIP_DEJAVU=1
219812,Egyéb műszaki termék elektronika,LED éjjeli fény,8000,2020-07-30 08:36:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219812/200730,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219812&FRAME_SKIP_DEJAVU=1
219860,Egyéb műszaki termék elektronika,fejhallgató,4000,2020-08-03 14:31:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219860/200803,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219860&FRAME_SKIP_DEJAVU=1
219896,Egyéb műszaki termék elektronika,univerzális távirányító,3000,2020-08-04 14:32:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219896/200804,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219896&FRAME_SKIP_DEJAVU=1
220077,Egyéb műszaki termék elektronika,időjárás állomás,4000,2020-08-10 15:19:00,2020-10-09 08:00:00,2020-10-12 21:00:00,06(74)501486,220077/200810,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220077&FRAME_SKIP_DEJAVU=1
220090,Egyéb műszaki termék elektronika,egér,8000,2020-08-11 09:51:00,2020-10-09 08:00:00,2020-10-12 21:00:00,06(74)501486,220090/200811,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220090&FRAME_SKIP_DEJAVU=1
216113,Egyéb műszaki termék elektronika,Manette Filaire de Combat Mario Wii,7000,2020-07-16 15:15:00,2020-09-11 08:00:00,2020-09-14 21:00:00,06(42)503279,216113/200716,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=216113&FRAME_SKIP_DEJAVU=1
219206,Egyéb műszaki termék elektronika,mobil telefon,22000,2020-07-22 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219206/200722,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219206&FRAME_SKIP_DEJAVU=1
219214,Egyéb műszaki termék elektronika,mobil telefon,80000,2020-07-23 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219214/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219214&FRAME_SKIP_DEJAVU=1
219252,Egyéb műszaki termék elektronika,tv tartó,7000,2020-07-29 13:10:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219252/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219252&FRAME_SKIP_DEJAVU=1
219269,Egyéb műszaki termék elektronika,HDMI kábelek,120000,2020-07-29 13:11:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219269/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219269&FRAME_SKIP_DEJAVU=1
219272,Egyéb műszaki termék elektronika,USB kábel,10000,2020-07-29 13:11:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219272/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219272&FRAME_SKIP_DEJAVU=1
219370,Egyéb műszaki termék elektronika,236. TÉT. 2 DB ROLLEI  SPORTSLINE 80 FÉNYKÉPEZŐGÉP,16000,2020-07-24 17:00:00,2020-09-07 08:00:00,2020-09-10 21:00:00,06(1)4677238,219370/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219370&FRAME_SKIP_DEJAVU=1
219596,Egyéb műszaki termék elektronika,szakállvágó,12000,2020-07-27 08:30:00,2020-09-26 08:00:00,2020-09-29 21:00:00,06(74)501486,219596/200727,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219596&FRAME_SKIP_DEJAVU=1
219600,Egyéb műszaki termék elektronika,hajnyíró,2000,2020-07-27 08:54:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219600/200727,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219600&FRAME_SKIP_DEJAVU=1
219629,Egyéb műszaki termék elektronika,hajvágó,3500,2020-07-27 13:25:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219629/200727,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219629&FRAME_SKIP_DEJAVU=1
219720,Egyéb műszaki termék elektronika,fejhallgató,6000,2020-07-28 10:57:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219720/200728,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219720&FRAME_SKIP_DEJAVU=1
219857,Egyéb műszaki termék elektronika,fejhallgató,4000,2020-08-03 14:30:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219857/200803,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219857&FRAME_SKIP_DEJAVU=1
219866,Egyéb műszaki termék elektronika,fejhallgató mikrofonnal,4500,2020-08-03 15:43:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219866/200803,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219866&FRAME_SKIP_DEJAVU=1
219882,Egyéb műszaki termék elektronika,vegyes elektronikai áru,16000,2020-08-04 09:38:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219882/200804,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219882&FRAME_SKIP_DEJAVU=1
219957,Egyéb műszaki termék elektronika,Kombinált kozmetikai kezelőtorony,130000,2020-08-07 10:00:00,2020-09-08 08:00:00,2020-09-11 21:00:00,06(1)4273593,219957/200806,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219957&FRAME_SKIP_DEJAVU=1
220086,Egyéb műszaki termék elektronika,"egér, mikrofon",6000,2020-08-11 09:50:00,2020-10-09 08:00:00,2020-10-12 21:00:00,06(74)501486,220086/200811,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220086&FRAME_SKIP_DEJAVU=1
219212,Egyéb műszaki termék elektronika,mobil telefon,24000,2020-07-23 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219212/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219212&FRAME_SKIP_DEJAVU=1
219249,Egyéb műszaki termék elektronika,fejhallgató ,5000,2020-07-29 13:10:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219249/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219249&FRAME_SKIP_DEJAVU=1
219264,Egyéb műszaki termék elektronika,univerzális távirányító,3000,2020-08-04 13:11:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219264/200804,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219264&FRAME_SKIP_DEJAVU=1
219450,Egyéb műszaki termék elektronika,266. TÉTEL 1 DB GOPRO  WI-FI COMBO KIT,8000,2020-07-27 17:00:00,2020-09-14 08:00:00,2020-09-17 21:00:00,06(1)4677238,219450/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219450&FRAME_SKIP_DEJAVU=1
219579,Egyéb műszaki termék elektronika,villanyborotva,20000,2020-07-24 10:16:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219579/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219579&FRAME_SKIP_DEJAVU=1
219628,Egyéb műszaki termék elektronika,hajvágó,3500,2020-07-27 13:25:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219628/200727,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219628&FRAME_SKIP_DEJAVU=1
219671,Egyéb műszaki termék elektronika,szőrtelenítő,7000,2020-07-28 09:41:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219671/200728,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219671&FRAME_SKIP_DEJAVU=1
219713,Egyéb műszaki termék elektronika,fejhallgató,6000,2020-07-28 10:42:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219713/200728,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219713&FRAME_SKIP_DEJAVU=1
219787,Egyéb műszaki termék elektronika,monitor konzol,3500,2020-07-29 14:10:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219787/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219787&FRAME_SKIP_DEJAVU=1
219897,Egyéb műszaki termék elektronika,univerzális távirányító,3000,2020-08-04 14:32:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219897/200804,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219897&FRAME_SKIP_DEJAVU=1
220085,Egyéb műszaki termék elektronika,3D adókészülék + szemüveg,10000,2020-08-11 09:50:00,2020-10-09 08:00:00,2020-10-12 21:00:00,06(74)501486,220085/200811,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220085&FRAME_SKIP_DEJAVU=1
220114,Egyéb műszaki termék elektronika,egér ,4000,2020-08-11 13:59:00,2020-10-09 08:00:00,2020-10-12 21:00:00,06(74)501486,220114/200811,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220114&FRAME_SKIP_DEJAVU=1
219230,Egyéb műszaki termék elektronika,kamera,40000,2020-07-23 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219230/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219230&FRAME_SKIP_DEJAVU=1
219265,Egyéb műszaki termék elektronika,kompakt izzó,40000,2020-07-29 13:11:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219265/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219265&FRAME_SKIP_DEJAVU=1
219486,Egyéb műszaki termék elektronika,142 TÉTEL 3 DB NIKON D3300 DOUBLE ZOOM VR KIT,390000,2020-07-24 17:00:00,2020-09-07 08:00:00,2020-09-10 21:00:00,06(1)4677238,219486/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219486&FRAME_SKIP_DEJAVU=1
219588,Egyéb műszaki termék elektronika,villanyborotva tisztító,4000,2020-07-24 11:00:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219588/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219588&FRAME_SKIP_DEJAVU=1
219753,Egyéb műszaki termék elektronika,MP3 lejátszó,12000,2020-07-28 15:06:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219753/200728,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219753&FRAME_SKIP_DEJAVU=1
219772,Egyéb műszaki termék elektronika,fejhallgató,4000,2020-07-29 13:02:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219772/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219772&FRAME_SKIP_DEJAVU=1
219784,Egyéb műszaki termék elektronika,monitor konzol,3500,2020-07-29 14:10:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219784/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219784&FRAME_SKIP_DEJAVU=1
219858,Egyéb műszaki termék elektronika,fejhallgató,4000,2020-08-03 14:30:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219858/200803,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219858&FRAME_SKIP_DEJAVU=1
219901,Egyéb műszaki termék elektronika,univerzális távirányító,2000,2020-08-04 14:33:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219901/200804,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219901&FRAME_SKIP_DEJAVU=1
219200,Egyéb műszaki termék elektronika,mobil telefon,20000,2020-07-22 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219200/200722,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219200&FRAME_SKIP_DEJAVU=1
219210,Egyéb műszaki termék elektronika,mobil telefon,14000,2020-07-23 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219210/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219210&FRAME_SKIP_DEJAVU=1
219222,Egyéb műszaki termék elektronika,mobil telefon,18000,2020-07-23 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219222/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219222&FRAME_SKIP_DEJAVU=1
219232,Egyéb műszaki termék elektronika,fényképezőgép,22000,2020-07-23 13:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219232/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219232&FRAME_SKIP_DEJAVU=1
219239,Egyéb műszaki termék elektronika,haj- és szakálvágó,14000,2020-07-27 08:10:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219239/200727,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219239&FRAME_SKIP_DEJAVU=1
219391,Egyéb műszaki termék elektronika,216. TÉTEL 5 DB SANDISK CRUZER USB FLASH DRIVE,20000,2020-07-24 17:00:00,2020-09-07 08:00:00,2020-09-10 21:00:00,06(1)4677238,219391/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219391&FRAME_SKIP_DEJAVU=1
219440,Egyéb műszaki termék elektronika,241. TÉTEL 1 DB SONY HANDYCAM MIKROFON,14000,2020-07-27 17:00:00,2020-09-14 08:00:00,2020-09-17 21:00:00,06(1)4677238,219440/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219440&FRAME_SKIP_DEJAVU=1
219451,Egyéb műszaki termék elektronika,261. TÉT 1 DB GOPRO SKELETON HOUSING VÍZHATLAN TOK,8000,2020-07-27 17:00:00,2020-09-14 08:00:00,2020-09-17 21:00:00,06(1)4677238,219451/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219451&FRAME_SKIP_DEJAVU=1
219477,Egyéb műszaki termék elektronika,240. TÉTEL 1 DB SONY HANDYCAM AKKU,12000,2020-07-24 17:00:00,2020-09-07 08:00:00,2020-09-10 21:00:00,06(1)4677238,219477/200723,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219477&FRAME_SKIP_DEJAVU=1
219576,Egyéb műszaki termék elektronika,villanyborotva,11000,2020-07-24 10:06:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219576/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219576&FRAME_SKIP_DEJAVU=1
219587,Egyéb műszaki termék elektronika, hajvágó ,10000,2020-07-24 11:00:00,2020-09-25 08:00:00,2020-09-28 21:00:00,06(74)501486,219587/200724,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219587&FRAME_SKIP_DEJAVU=1
219670,Egyéb műszaki termék elektronika,szőrtelenítő,7000,2020-07-28 09:40:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219670/200728,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219670&FRAME_SKIP_DEJAVU=1
219785,Egyéb műszaki termék elektronika,monitor konzol,3500,2020-07-29 14:10:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219785/200729,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219785&FRAME_SKIP_DEJAVU=1
219859,Egyéb műszaki termék elektronika,fejhallgató mikrofonnal,3000,2020-08-03 14:30:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219859/200803,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219859&FRAME_SKIP_DEJAVU=1
219868,Egyéb műszaki termék elektronika,fejhallgató,4500,2020-08-03 15:43:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(74)501486,219868/200803,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=219868&FRAME_SKIP_DEJAVU=1
220766,Ékszer,Yukey nemesacél nyaklánc medállal,29000,2020-08-28 12:30:00,2020-10-03 08:00:00,2020-10-06 21:00:00,06(96)522326,220766/200828,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220766&FRAME_SKIP_DEJAVU=1
220789,Ékszer,Ezüstnek látszó nyaklánc antik almadin zafír,24000,2020-09-01 15:35:00,2020-10-03 08:00:00,2020-10-06 21:00:00,06(96)522326,220789/200901,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220789&FRAME_SKIP_DEJAVU=1
220794,Ékszer,"Ezüstnek látszó cirkónia fülbevaló, 1 pár",15000,2020-08-31 15:30:00,2020-10-03 08:00:00,2020-10-06 21:00:00,06(96)522326,220794/200831,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220794&FRAME_SKIP_DEJAVU=1
220796,Ékszer,Ezüstnek látszó nyaklánc scado,24000,2020-09-01 15:30:00,2020-10-03 08:00:00,2020-10-06 21:00:00,06(96)522326,220796/200901,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220796&FRAME_SKIP_DEJAVU=1
220852,Ékszer,CP5 Space típusú kék színű karóra,26000,2020-08-31 10:40:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,220852/200831,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220852&FRAME_SKIP_DEJAVU=1
220854,Ékszer,CP5 típusú fehér színű karóra lila szíjjal,21000,2020-08-31 13:25:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,220854/200831,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220854&FRAME_SKIP_DEJAVU=1
221214,Ékszer,Ezüstnek látszó sárga bőrrel ellátott karkötő,28000,2020-09-02 13:30:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,221214/200902,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=221214&FRAME_SKIP_DEJAVU=1
221445,Ékszer,Nemesacél nyaklánc 3 db szív alakú medállal,9000,2020-09-04 08:55:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,221445/200904,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=221445&FRAME_SKIP_DEJAVU=1
221448,Ékszer,Nemesacél nyaklánc Citrin Almand 5 db medállal,34000,2020-09-04 09:20:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,221448/200904,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=221448&FRAME_SKIP_DEJAVU=1
221451,Ékszer,Ezüstnek látszó karkötő Pandora utánzat gyöngyök,40000,2020-09-04 10:10:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,221451/200904,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=221451&FRAME_SKIP_DEJAVU=1
220761,Ékszer,Yukey Collier nemesacél brill nyaklánc medállal,29000,2020-08-28 12:30:00,2020-10-03 08:00:00,2020-10-06 21:00:00,06(96)522326,220761/200828,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220761&FRAME_SKIP_DEJAVU=1
220846,Ékszer,CP5 Sport típusú kék színű karóra,40000,2020-08-31 08:45:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,220846/200831,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220846&FRAME_SKIP_DEJAVU=1
221004,Ékszer,MEXX típusú karóra,28000,2020-09-01 13:22:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,221004/200901,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=221004&FRAME_SKIP_DEJAVU=1
220779,Ékszer,Ezüstnek látszó nyaklánc 45 cm-es,30000,2020-09-02 15:35:00,2020-10-03 08:00:00,2020-10-06 21:00:00,06(96)522326,220779/200902,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=220779&FRAME_SKIP_DEJAVU=1
221001,Ékszer,CP5 típusú fekete színű karóra,21000,2020-09-01 09:50:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,221001/200901,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=221001&FRAME_SKIP_DEJAVU=1
221132,Ékszer,LACOSTE típusú női karóra,20000,2020-09-01 14:10:00,2020-10-02 08:00:00,2020-10-05 21:00:00,06(96)522335,221132/200901,https://arveres.nav.gov.hu/index-meghirdetesek-ingosag.html?.actionId=action.auction.AuctionSummaryAction&auctionId=221132&FRAME_SKIP_DEJAVU=1
